,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category_в пределах города,fromcenter_category_область,fromcenter_category_самый центр,fromcenter_category_центр
1213,21000000.0,87.2,2,3.53,5.0,41.4,4,False,False,False,30.0,0,22814.0,2433.0,1.0,496.0,1.0,311.0,224,240825,False,False,True,False
1214,3950000.0,45.6,2,2.75,9.0,28.2,8,False,False,False,8.2,1,41432.0,11564.0,2.0,11.0,0.0,5000.0,211,86622,True,False,False,False
1215,3500000.0,31.1,1,3.0,5.0,12.1,2,False,False,False,7.9,0,27286.0,9174.0,0.0,5000.0,2.0,483.0,64,112540,True,False,False,False
1217,3200000.0,33.0,1,2.6,12.0,18.0,8,False,False,False,8.0,0,32529.0,13834.0,0.0,5000.0,0.0,5000.0,135,96969,True,False,False,False
1219,3700000.0,39.0,1,2.65,12.0,20.0,8,False,False,False,8.0,0,35449.0,15751.0,1.0,811.0,3.0,559.0,117,94871,True,False,False,False
1221,3550000.0,35.47,1,2.6,23.0,15.0,8,False,False,False,8.71,1,43820.0,10987.0,0.0,5000.0,0.0,5000.0,110,100084,True,False,False,False
1224,4000000.0,50.8,2,2.5,5.0,30.3,5,False,False,False,6.7,0,10277.0,14642.0,0.0,5000.0,2.0,403.0,82,78740,True,False,False,False
1225,3000000.0,28.0,1,2.5,5.0,16.0,4,False,False,False,6.0,1,31911.0,8990.0,3.0,374.0,1.0,671.0,42,107142,True,False,False,False
1227,6100000.0,60.0,2,2.64,9.0,33.3,5,False,False,False,11.0,1,39368.0,14652.0,0.0,5000.0,0.0,5000.0,967,101666,True,False,False,False
1228,8200000.0,81.0,3,2.75,18.0,42.0,14,False,False,False,14.0,2,32036.0,8175.0,0.0,5000.0,1.0,644.0,98,101234,True,False,False,False
1229,12990000.0,168.2,5,3.2,5.0,110.8,2,False,False,False,15.1,0,25997.0,4699.0,1.0,816.0,1.0,1251.0,102,77229,False,False,False,True
1230,10000000.0,100.6,4,2.75,6.0,60.0,3,False,False,False,27.0,0,28335.0,6638.0,1.0,377.0,1.0,1009.0,142,99403,True,False,False,False
1231,4500000.0,43.0,1,2.6,24.0,18.7,22,False,False,False,11.0,0,36784.0,11718.0,1.0,683.0,2.0,713.0,87,104651,True,False,False,False
1233,4890000.0,60.5,2,2.75,17.0,32.2,1,False,False,False,12.7,0,16046.0,14843.0,1.0,934.0,0.0,5000.0,207,80826,True,False,False,False
1234,4650000.0,43.1,2,2.5,9.0,25.0,3,False,False,False,8.0,1,13318.0,13230.0,0.0,5000.0,0.0,5000.0,188,107888,True,False,False,False
1236,6500000.0,71.8,4,2.5,9.0,47.9,2,False,False,False,6.2,1,52072.0,17061.0,1.0,1133.0,3.0,239.0,325,90529,False,True,False,False
1237,4100000.0,38.3,1,2.75,25.0,19.4,1,False,False,False,10.5,0,10700.0,14612.0,0.0,5000.0,1.0,966.0,20,107049,True,False,False,False
1239,3355000.0,37.77,1,2.6,12.0,14.56,5,False,False,False,9.95,1,47057.0,25619.0,1.0,159.0,1.0,1250.0,147,88827,False,True,False,False
1240,6650000.0,64.9,3,2.65,12.0,41.9,11,False,False,False,10.4,0,14767.0,10573.0,0.0,5000.0,1.0,399.0,0,102465,True,False,False,False
1244,5500000.0,56.0,2,3.0,5.0,34.0,5,False,False,False,8.0,0,39163.0,10866.0,0.0,5000.0,0.0,5000.0,60,98214,True,False,False,False
1245,3100000.0,31.3,1,2.5,5.0,17.8,1,False,False,False,5.6,0,14551.0,16920.0,0.0,5000.0,1.0,478.0,42,99041,True,False,False,False
1247,5550000.0,65.0,3,2.55,9.0,42.2,7,False,False,False,10.0,0,12609.0,15201.0,0.0,5000.0,1.0,616.0,131,85384,True,False,False,False
1248,10000000.0,83.1,2,2.8,16.0,45.3,7,False,False,False,12.0,4,37244.0,12765.0,0.0,5000.0,0.0,5000.0,303,120336,True,False,False,False
1250,4000000.0,35.0,1,2.75,24.0,18.0,17,False,False,False,8.0,2,36784.0,11718.0,1.0,683.0,2.0,713.0,107,114285,True,False,False,False
1251,4500000.0,39.4,1,2.83,18.0,18.9,12,False,False,False,10.7,1,18344.0,17346.0,0.0,5000.0,2.0,341.0,574,114213,False,True,False,False
1252,3200000.0,41.7,1,2.56,12.0,19.9,12,False,False,False,10.2,2,32785.0,13784.0,0.0,5000.0,0.0,5000.0,102,76738,True,False,False,False
1254,36001900.0,142.3,3,3.0,11.0,79.3,6,False,False,False,13.3,0,28282.0,6941.0,2.0,365.0,3.0,215.0,0,252999,True,False,False,False
1255,9530000.0,90.0,3,3.15,5.0,64.0,3,False,False,False,9.0,4,27566.0,6998.0,1.0,920.0,1.0,655.0,424,105888,True,False,False,False
1257,18700000.0,122.1,2,2.75,5.0,38.3,3,False,False,False,42.6,0,36779.0,14931.0,0.0,5000.0,0.0,5000.0,0,153153,True,False,False,False
1258,21000000.0,116.6,3,3.2,7.0,82.0,2,False,False,False,10.4,0,26786.0,4993.0,1.0,624.0,1.0,712.0,61,180102,False,False,False,True
1259,9500000.0,68.0,3,3.0,5.0,54.0,4,False,False,False,7.0,0,23398.0,3965.0,1.0,478.0,0.0,5000.0,0,139705,False,False,False,True
1262,3999999.0,44.0,1,2.75,6.0,28.0,1,False,False,False,7.0,0,24825.0,5393.0,0.0,5000.0,0.0,5000.0,204,90909,True,False,False,False
1263,9100000.0,63.9,2,2.75,23.0,30.4,9,False,False,False,12.0,1,35847.0,15853.0,0.0,5000.0,0.0,5000.0,0,142410,True,False,False,False
1264,9390000.0,59.0,2,2.8,7.0,32.0,7,False,False,False,10.5,2,30712.0,8005.0,0.0,5000.0,2.0,247.0,92,159152,True,False,False,False
1265,3380000.0,31.9,1,2.55,9.0,17.6,3,False,False,False,6.2,0,14852.0,16447.0,0.0,5000.0,1.0,237.0,0,105956,True,False,False,False
1266,3350000.0,50.5,2,2.68,25.0,30.0,5,False,False,False,8.5,0,13097.0,18883.0,0.0,5000.0,1.0,649.0,44,66336,False,True,False,False
1267,9200000.0,100.0,4,3.0,5.0,71.5,5,False,False,False,9.0,1,38809.0,8069.0,1.0,850.0,1.0,689.0,0,92000,True,False,False,False
1268,5400000.0,46.0,2,3.24,5.0,28.0,1,False,False,False,7.5,0,21341.0,2043.0,2.0,377.0,1.0,411.0,61,117391,False,False,True,False
1269,7000000.0,53.7,2,2.65,12.0,28.6,11,False,False,False,15.7,2,26766.0,10939.0,1.0,524.0,1.0,913.0,60,130353,True,False,False,False
1270,3999000.0,40.0,1,2.7,18.0,16.3,18,False,False,False,13.8,1,42222.0,21539.0,0.0,5000.0,1.0,487.0,585,99975,False,True,False,False
1271,8940000.0,82.0,3,2.57,9.0,49.3,4,False,False,False,10.8,2,32752.0,13851.0,0.0,5000.0,1.0,651.0,0,109024,True,False,False,False
1272,4300000.0,35.1,1,2.75,14.0,19.3,7,False,False,False,8.0,1,16257.0,15144.0,1.0,554.0,0.0,5000.0,37,122507,True,False,False,False
1273,7990000.0,86.0,3,3.19,5.0,42.4,5,False,False,False,25.2,0,31337.0,3106.0,0.0,5000.0,0.0,5000.0,22,92906,False,False,False,True
1274,4700000.0,47.6,1,2.6,16.0,21.0,10,False,False,False,12.0,1,36791.0,10450.0,1.0,155.0,0.0,5000.0,13,98739,True,False,False,False
1276,3600000.0,32.4,1,2.68,17.0,16.7,13,False,False,False,9.4,1,20890.0,17172.0,0.0,5000.0,1.0,203.0,45,111111,False,True,False,False
1279,11500000.0,76.3,2,3.0,25.0,47.7,5,False,False,False,11.0,2,11405.0,13222.0,0.0,5000.0,1.0,623.0,14,150720,True,False,False,False
1281,10700000.0,68.6,2,3.0,8.0,35.0,8,False,False,False,15.0,2,31428.0,5109.0,1.0,650.0,0.0,5000.0,90,155976,True,False,False,False
1282,3390000.0,39.2,1,2.68,9.0,15.4,1,False,False,False,11.6,0,25209.0,28633.0,0.0,5000.0,0.0,5000.0,20,86479,False,True,False,False
1283,5200000.0,42.0,1,2.8,15.0,18.5,3,False,False,False,13.8,1,33881.0,13749.0,0.0,5000.0,0.0,5000.0,237,123809,True,False,False,False
1284,5590000.0,46.0,2,2.6,10.0,28.4,9,False,False,False,7.0,2,33928.0,12928.0,0.0,5000.0,0.0,5000.0,0,121521,True,False,False,False
1285,3490000.0,30.3,1,2.6,17.0,15.5,15,False,False,False,8.4,0,20890.0,17172.0,0.0,5000.0,1.0,203.0,0,115181,False,True,False,False
1287,4350000.0,56.0,3,2.75,6.0,41.0,3,False,False,False,5.0,0,22697.0,11009.0,3.0,541.0,0.0,5000.0,51,77678,True,False,False,False
1288,10000000.0,98.0,3,2.7,16.0,51.1,11,False,False,False,15.0,0,35196.0,13266.0,1.0,898.0,1.0,865.0,62,102040,True,False,False,False
1290,3400000.0,31.0,1,2.6,5.0,18.0,2,False,False,False,6.0,0,39712.0,11415.0,0.0,5000.0,0.0,5000.0,7,109677,True,False,False,False
1291,5500000.0,58.8,3,2.5,5.0,40.0,5,False,False,False,6.0,2,40249.0,12753.0,0.0,5000.0,0.0,5000.0,116,93537,True,False,False,False
1292,3700000.0,33.0,1,2.5,9.0,19.0,6,False,False,False,7.0,1,24162.0,11732.0,1.0,380.0,0.0,5000.0,139,112121,True,False,False,False
1294,5250000.0,50.0,2,2.55,9.0,29.5,7,False,False,False,7.5,1,57075.0,34005.0,0.0,5000.0,2.0,561.0,80,105000,False,True,False,False
1295,4200000.0,40.0,1,2.7,17.0,20.0,11,False,False,False,8.0,2,37123.0,12332.0,0.0,5000.0,0.0,5000.0,45,105000,True,False,False,False
1296,4050000.0,38.2,1,2.75,26.0,14.7,8,False,False,False,12.7,0,52726.0,18900.0,0.0,5000.0,0.0,5000.0,6,106020,False,True,False,False
1297,17600000.0,150.0,4,3.0,9.0,79.0,1,False,False,False,25.0,2,41862.0,13565.0,0.0,5000.0,1.0,755.0,57,117333,True,False,False,False
1298,5148000.0,42.9,1,2.75,11.0,14.7,3,False,False,False,14.7,0,21927.0,6201.0,0.0,5000.0,2.0,466.0,3,120000,True,False,False,False
1299,17100000.0,63.3,2,3.1,4.0,38.6,4,False,False,False,9.67,0,22927.0,1454.0,1.0,715.0,3.0,33.0,86,270142,False,False,True,False
1300,120000000.0,280.0,5,4.7,4.0,162.0,3,False,False,False,30.0,0,24680.0,4247.0,1.0,464.0,3.0,339.0,225,428571,False,False,False,True
1301,3990000.0,43.6,1,3.19,5.0,22.3,3,False,False,False,12.0,0,23196.0,4831.0,1.0,196.0,0.0,5000.0,45,91513,False,False,False,True
1303,7100000.0,60.0,2,2.6,10.0,34.9,8,False,False,False,10.5,0,51236.0,14282.0,0.0,5000.0,0.0,5000.0,30,118333,True,False,False,False
1305,10700000.0,135.0,5,3.19,6.0,79.2,6,False,False,False,16.7,0,26175.0,4750.0,0.0,5000.0,1.0,367.0,0,79259,False,False,False,True
1306,4600000.0,39.0,1,2.68,26.0,16.0,21,False,False,False,11.0,0,19971.0,21683.0,0.0,5000.0,1.0,546.0,34,117948,False,True,False,False
1308,8990000.0,113.0,4,3.19,5.0,77.0,3,False,False,False,11.0,0,23664.0,4232.0,1.0,417.0,0.0,5000.0,17,79557,False,False,False,True
1309,8600000.0,82.0,3,2.75,5.0,56.0,4,False,False,False,9.0,0,25027.0,5595.0,0.0,5000.0,0.0,5000.0,358,104878,True,False,False,False
1311,4900000.0,39.3,1,2.8,15.0,17.4,5,False,False,False,9.8,0,43088.0,13239.0,1.0,604.0,0.0,5000.0,10,124681,True,False,False,False
1313,5200000.0,67.0,3,2.75,9.0,43.5,3,False,False,False,6.0,0,14107.0,15101.0,0.0,5000.0,1.0,295.0,316,77611,True,False,False,False
1314,3550000.0,31.4,1,2.75,5.0,16.1,5,False,False,False,5.5,0,29645.0,5246.0,0.0,5000.0,1.0,447.0,285,113057,True,False,False,False
1316,5400000.0,81.7,3,2.68,23.0,45.6,14,False,False,False,15.4,0,21793.0,17121.0,0.0,5000.0,1.0,31.0,1275,66095,False,True,False,False
1318,2450000.0,33.7,1,2.5,9.0,18.1,7,False,False,False,5.5,1,48692.0,36973.0,0.0,5000.0,2.0,218.0,79,72700,False,True,False,False
1319,5550000.0,47.3,2,3.2,8.0,32.6,7,False,False,False,6.0,0,29034.0,7736.0,2.0,756.0,0.0,5000.0,237,117336,True,False,False,False
1322,6000000.0,55.0,3,2.4,5.0,30.0,1,False,False,False,15.0,0,14234.0,26388.0,0.0,5000.0,0.0,5000.0,0,109090,False,True,False,False
1323,10300000.0,100.6,4,3.2,5.0,66.2,5,False,False,False,10.5,0,26583.0,5286.0,1.0,279.0,1.0,85.0,306,102385,True,False,False,False
1324,4530000.0,47.5,1,2.8,23.0,19.4,16,False,False,False,12.9,0,22751.0,15365.0,0.0,5000.0,1.0,439.0,122,95368,True,False,False,False
1325,3400000.0,55.4,3,2.59,5.0,35.7,1,False,False,False,5.0,0,11939.0,17725.0,0.0,5000.0,0.0,5000.0,724,61371,False,True,False,False
1326,8100000.0,52.0,2,2.7,25.0,9.0,15,False,False,False,32.0,2,35555.0,15561.0,0.0,5000.0,1.0,1180.0,337,155769,True,False,False,False
1329,6750000.0,71.0,3,2.75,9.0,43.0,6,False,False,False,8.5,0,25195.0,14409.0,0.0,5000.0,0.0,5000.0,0,95070,True,False,False,False
1330,8045000.0,69.2,2,2.75,10.0,43.7,2,False,False,False,9.7,0,23617.0,5223.0,0.0,5000.0,1.0,874.0,409,116257,True,False,False,False
1331,4700000.0,45.0,2,2.75,9.0,28.0,6,False,False,False,7.0,0,20063.0,11594.0,0.0,5000.0,0.0,5000.0,35,104444,True,False,False,False
1332,5200000.0,34.4,1,2.6,25.0,17.2,8,False,False,False,8.5,2,43157.0,15661.0,0.0,5000.0,0.0,5000.0,464,151162,True,False,False,False
1333,3900000.0,31.3,1,2.5,5.0,18.4,3,False,False,False,5.6,1,39511.0,8770.0,2.0,331.0,0.0,5000.0,0,124600,True,False,False,False
1335,6450000.0,82.0,2,3.24,4.0,40.5,3,False,False,False,22.4,0,21049.0,830.0,2.0,194.0,3.0,135.0,532,78658,False,False,True,False
1337,4700000.0,68.0,3,2.68,5.0,48.0,2,False,False,False,9.0,0,7316.0,17492.0,1.0,739.0,0.0,5000.0,8,69117,False,True,False,False
1339,7850000.0,60.0,2,3.38,7.0,33.6,3,False,False,False,11.2,0,26313.0,5016.0,3.0,417.0,1.0,118.0,60,130833,True,False,False,False
1340,6000000.0,53.2,3,3.3,4.0,35.7,2,False,False,False,5.9,0,25835.0,4769.0,0.0,5000.0,1.0,531.0,477,112781,False,False,False,True
1341,6300000.0,70.0,3,2.7,14.0,42.0,6,False,False,False,12.0,0,36223.0,16525.0,0.0,5000.0,2.0,555.0,109,90000,True,False,False,False
1342,9525760.0,86.8,3,2.7,10.0,46.9,9,False,False,False,10.7,0,23609.0,5299.0,0.0,5000.0,1.0,433.0,765,109743,True,False,False,False
1343,17500000.0,131.8,3,2.6,12.0,81.6,7,False,False,False,17.7,0,29503.0,6040.0,1.0,137.0,1.0,802.0,30,132776,True,False,False,False
1344,5400000.0,55.0,3,2.75,8.0,35.9,3,False,False,False,8.1,0,31864.0,8942.0,1.0,691.0,1.0,402.0,12,98181,True,False,False,False
1345,15500000.0,118.0,3,3.0,23.0,50.0,5,False,False,False,18.0,4,40841.0,12544.0,2.0,51.0,0.0,5000.0,0,131355,True,False,False,False
1347,3540000.0,48.0,3,2.5,5.0,34.0,2,False,False,False,5.5,0,47917.0,51341.0,0.0,5000.0,2.0,770.0,23,73750,False,True,False,False
1348,4300000.0,57.2,3,2.5,10.0,38.8,1,False,False,False,6.2,0,12258.0,18044.0,0.0,5000.0,0.0,5000.0,66,75174,False,True,False,False
1349,18500000.0,131.7,4,2.75,18.0,85.6,5,False,False,False,16.7,4,37310.0,9782.0,1.0,497.0,0.0,5000.0,0,140470,True,False,False,False
1350,6900000.0,81.2,2,2.75,22.0,41.0,5,False,False,False,16.4,5,36410.0,14528.0,0.0,5000.0,0.0,5000.0,360,84975,True,False,False,False
1351,8500000.0,66.2,3,3.01,4.0,37.4,4,False,False,False,9.4,1,20993.0,835.0,0.0,5000.0,2.0,243.0,0,128398,False,False,True,False
1353,4390000.0,33.0,1,2.68,10.0,17.0,9,False,False,False,9.0,0,18676.0,17678.0,0.0,5000.0,2.0,108.0,32,133030,False,True,False,False
1354,7300000.0,54.5,2,2.75,16.0,38.0,12,False,False,False,19.0,2,51030.0,14721.0,0.0,5000.0,0.0,5000.0,0,133944,True,False,False,False
1355,6900000.0,82.0,3,3.0,5.0,54.0,1,False,False,False,9.0,0,27556.0,9444.0,0.0,5000.0,2.0,729.0,207,84146,True,False,False,False
1356,9246000.0,80.4,2,2.74,25.0,40.3,1,False,False,False,15.0,0,20709.0,9037.0,0.0,5000.0,1.0,322.0,5,114999,True,False,False,False
1362,6200000.0,67.7,2,2.8,5.0,38.0,5,False,False,False,8.5,0,21092.0,3720.0,2.0,570.0,1.0,351.0,4,91580,False,False,False,True
1363,3550000.0,40.3,2,2.75,12.0,25.3,3,False,False,False,6.5,0,16762.0,16669.0,0.0,5000.0,1.0,520.0,34,88089,True,False,False,False
1365,5950000.0,72.5,3,2.5,9.0,45.0,6,False,False,False,8.6,0,20832.0,5768.0,0.0,5000.0,3.0,163.0,120,82068,True,False,False,False
1366,6000000.0,63.0,2,2.6,5.0,33.0,4,False,False,False,12.0,0,20438.0,32592.0,1.0,735.0,1.0,852.0,336,95238,False,True,False,False
1368,3150000.0,31.0,1,2.75,16.0,17.0,10,False,False,False,7.0,1,21435.0,15261.0,1.0,334.0,1.0,232.0,116,101612,True,False,False,False
1370,3685000.0,33.0,1,2.5,15.0,17.8,2,False,False,False,6.3,0,49018.0,15004.0,1.0,650.0,0.0,5000.0,8,111666,True,False,False,False
1371,8000000.0,92.0,3,3.4,5.0,52.7,4,False,False,False,11.5,0,23486.0,3027.0,0.0,5000.0,0.0,5000.0,0,86956,False,False,False,True
1372,6200000.0,53.0,2,2.6,9.0,33.8,4,False,False,False,8.4,0,39187.0,10007.0,2.0,644.0,1.0,735.0,332,116981,True,False,False,False
1374,6150000.0,70.2,3,2.65,12.0,44.7,9,False,False,False,8.0,0,32586.0,11660.0,1.0,458.0,0.0,5000.0,63,87606,True,False,False,False
1375,10990000.0,86.0,3,3.0,5.0,50.0,1,False,False,False,19.0,0,39905.0,15189.0,0.0,5000.0,1.0,1268.0,918,127790,True,False,False,False
1377,5800000.0,59.0,3,2.5,10.0,39.78,5,False,False,False,6.36,0,49567.0,16454.0,1.0,496.0,0.0,5000.0,0,98305,True,False,False,False
1378,15990000.0,58.5,2,2.85,12.0,15.0,5,False,False,False,27.0,2,28529.0,6832.0,1.0,592.0,0.0,5000.0,510,273333,True,False,False,False
1380,5700000.0,50.0,2,2.5,9.0,31.3,5,False,False,False,7.9,0,47632.0,15812.0,0.0,5000.0,0.0,5000.0,62,114000,True,False,False,False
1382,3650000.0,38.3,1,2.75,12.0,20.0,8,False,False,False,10.0,2,13943.0,15987.0,1.0,533.0,0.0,5000.0,390,95300,True,False,False,False
1383,18000000.0,98.4,3,3.0,5.0,62.6,3,False,False,False,9.6,0,33157.0,4551.0,1.0,240.0,0.0,5000.0,0,182926,False,False,False,True
1384,3550000.0,44.9,2,2.6,9.0,31.0,5,False,False,False,6.2,2,24675.0,28100.0,0.0,5000.0,0.0,5000.0,54,79064,False,True,False,False
1385,5980000.0,59.5,2,2.57,26.0,29.0,4,False,False,False,12.4,2,52768.0,17994.0,0.0,5000.0,0.0,5000.0,35,100504,False,True,False,False
1386,4500000.0,46.2,1,2.68,25.0,15.0,10,False,False,False,13.0,0,11445.0,17231.0,0.0,5000.0,0.0,5000.0,99,97402,False,True,False,False
1387,11609000.0,76.0,2,3.19,8.0,32.0,6,False,False,False,14.0,0,30919.0,4419.0,0.0,5000.0,1.0,762.0,14,152750,False,False,False,True
1389,11634919.0,99.7,3,2.72,18.0,54.7,11,False,False,False,17.1,0,17763.0,7348.0,1.0,721.0,0.0,5000.0,191,116699,True,False,False,False
1392,8000000.0,70.0,2,2.5,13.0,36.0,13,False,False,False,13.0,2,37347.0,9820.0,1.0,364.0,0.0,5000.0,143,114285,True,False,False,False
1393,6625000.0,80.4,2,2.75,16.0,35.4,12,False,False,False,14.8,2,36897.0,10647.0,1.0,183.0,0.0,5000.0,277,82400,True,False,False,False
1397,4000000.0,47.8,2,2.75,9.0,27.0,6,False,False,False,10.2,0,15105.0,13901.0,1.0,1756.0,2.0,584.0,53,83682,True,False,False,False
1398,5450000.0,36.2,1,2.75,24.0,15.0,17,False,False,False,10.0,2,11819.0,13265.0,0.0,5000.0,0.0,5000.0,60,150552,True,False,False,False
1399,4900000.0,58.0,3,2.5,9.0,39.0,5,False,False,False,7.0,0,33306.0,11616.0,0.0,5000.0,0.0,5000.0,8,84482,True,False,False,False
1400,12300000.0,114.0,3,2.7,16.0,58.0,14,False,False,False,11.4,0,9968.0,13344.0,0.0,5000.0,0.0,5000.0,0,107894,True,False,False,False
1401,7900000.0,52.5,2,2.68,4.0,37.0,4,False,False,False,10.0,0,44870.0,20802.0,0.0,5000.0,1.0,792.0,170,150476,False,True,False,False
1402,9000000.0,110.0,3,2.7,16.0,53.0,2,False,False,False,20.5,1,18863.0,16028.0,1.0,482.0,2.0,755.0,223,81818,True,False,False,False
1403,3290000.0,32.1,1,2.75,9.0,17.7,8,False,False,False,6.2,0,36456.0,10813.0,0.0,5000.0,0.0,5000.0,453,102492,True,False,False,False
1404,3150000.0,38.0,1,2.5,5.0,22.0,4,False,False,False,8.0,1,36845.0,32035.0,2.0,213.0,3.0,408.0,94,82894,False,True,False,False
1405,5140000.0,44.0,1,2.8,16.0,17.3,14,False,False,False,11.1,0,12199.0,12111.0,0.0,5000.0,1.0,337.0,78,116818,True,False,False,False
1407,3250000.0,24.6,1,2.75,25.0,18.0,16,False,False,False,18.2,0,35250.0,16414.0,0.0,5000.0,1.0,400.0,96,132113,True,False,False,False
1409,6700000.0,72.0,3,2.7,12.0,47.0,4,False,False,False,8.3,1,27880.0,12138.0,1.0,638.0,1.0,593.0,60,93055,True,False,False,False
1410,5650000.0,60.6,2,2.65,16.0,37.3,15,False,False,False,12.0,2,23274.0,12138.0,1.0,1103.0,1.0,1087.0,14,93234,True,False,False,False
1411,3150000.0,38.8,1,3.65,5.0,17.0,1,False,False,False,13.0,0,47325.0,25220.0,1.0,246.0,1.0,786.0,45,81185,False,True,False,False
1412,7100000.0,85.4,4,3.2,5.0,62.0,2,False,False,False,8.6,0,22800.0,9274.0,1.0,77.0,1.0,542.0,206,83138,True,False,False,False
1413,5100000.0,62.2,3,2.75,9.0,41.0,2,False,False,False,7.0,0,12588.0,15180.0,0.0,5000.0,0.0,5000.0,455,81993,True,False,False,False
1414,10800000.0,92.0,4,3.19,5.0,55.0,1,False,False,False,5.0,0,22556.0,4047.0,0.0,5000.0,0.0,5000.0,928,117391,False,False,False,True
1415,2750000.0,34.0,1,2.5,9.0,21.0,7,False,False,False,6.0,1,27049.0,32836.0,0.0,5000.0,1.0,534.0,88,80882,False,True,False,False
1416,4740000.0,56.0,3,2.75,9.0,36.0,2,False,False,False,8.0,0,23180.0,15794.0,0.0,5000.0,0.0,5000.0,3,84642,True,False,False,False
1417,6200000.0,41.8,1,2.75,23.0,18.6,18,False,False,False,7.7,0,43269.0,13145.0,1.0,417.0,0.0,5000.0,10,148325,True,False,False,False
1419,7300000.0,78.7,2,2.75,12.0,40.0,5,False,False,False,12.0,0,42781.0,9148.0,0.0,5000.0,0.0,5000.0,84,92757,True,False,False,False
1421,3600000.0,31.7,1,2.75,9.0,15.2,5,False,False,False,8.0,0,47001.0,15146.0,0.0,5000.0,0.0,5000.0,67,113564,True,False,False,False
1422,6400000.0,64.0,2,3.2,7.0,44.0,1,False,False,False,9.0,0,14616.0,7948.0,0.0,5000.0,0.0,5000.0,676,100000,True,False,False,False
1423,5300000.0,49.8,2,2.57,9.0,27.3,9,False,False,False,11.0,0,18794.0,10326.0,0.0,5000.0,1.0,716.0,113,106425,True,False,False,False
1425,4800000.0,42.9,1,2.75,24.0,18.7,18,False,False,False,13.7,0,12188.0,14779.0,0.0,5000.0,1.0,246.0,60,111888,True,False,False,False
1426,5350000.0,52.0,2,2.75,12.0,27.0,9,False,False,False,11.0,1,37429.0,12562.0,0.0,5000.0,0.0,5000.0,19,102884,True,False,False,False
1429,4200000.0,45.3,2,2.55,5.0,30.4,1,False,False,False,7.5,0,15191.0,13732.0,0.0,5000.0,0.0,5000.0,437,92715,True,False,False,False
1431,5600000.0,78.1,3,2.68,10.0,48.8,5,False,False,False,10.3,0,53876.0,23801.0,0.0,5000.0,2.0,574.0,35,71702,False,True,False,False
1432,7500000.0,82.0,3,3.1,5.0,50.0,3,False,False,False,11.0,0,31113.0,4092.0,1.0,76.0,3.0,362.0,124,91463,False,False,False,True
1433,18000000.0,166.0,4,2.8,17.0,106.0,3,False,False,False,25.0,0,12405.0,8376.0,1.0,1114.0,3.0,950.0,536,108433,True,False,False,False
1434,4950000.0,56.0,3,2.5,5.0,41.0,2,False,False,False,5.4,0,58223.0,35152.0,1.0,531.0,2.0,192.0,0,88392,False,True,False,False
1435,3530000.0,31.0,1,2.75,9.0,18.0,4,False,False,False,6.0,0,30108.0,7480.0,0.0,5000.0,1.0,399.0,357,113870,True,False,False,False
1436,330000000.0,190.0,3,3.5,7.0,95.0,5,False,False,False,40.0,0,23011.0,1197.0,3.0,519.0,3.0,285.0,233,1736842,False,False,True,False
1437,5020000.0,43.0,2,2.55,5.0,28.0,2,False,False,False,5.5,0,11664.0,9184.0,0.0,5000.0,0.0,5000.0,0,116744,True,False,False,False
1438,5000000.0,50.0,2,2.68,10.0,31.0,5,False,False,False,8.5,2,17667.0,18071.0,0.0,5000.0,1.0,601.0,30,100000,False,True,False,False
1442,3950000.0,36.8,1,2.75,25.0,15.7,24,False,False,False,10.0,2,35129.0,16293.0,0.0,5000.0,1.0,475.0,40,107336,True,False,False,False
1443,2400000.0,44.0,2,2.68,3.0,21.0,1,False,False,False,8.0,0,21004.0,24429.0,0.0,5000.0,1.0,81.0,55,54545,False,True,False,False
1444,2700000.0,43.0,1,2.5,4.0,18.7,4,False,False,False,11.5,2,9294.0,24148.0,0.0,5000.0,0.0,5000.0,20,62790,False,True,False,False
1445,4500000.0,61.4,3,2.58,5.0,43.6,1,False,False,False,7.4,0,17492.0,17697.0,0.0,5000.0,0.0,5000.0,0,73289,False,True,False,False
1447,6040000.0,59.4,3,2.8,6.0,36.3,3,False,False,False,9.5,0,19420.0,3943.0,0.0,5000.0,3.0,359.0,0,101683,False,False,False,True
1448,4150000.0,34.7,1,2.6,12.0,15.9,2,False,False,False,10.1,0,17017.0,15814.0,0.0,5000.0,2.0,243.0,0,119596,True,False,False,False
1450,4350000.0,35.5,1,2.55,17.0,18.6,17,False,False,False,8.6,2,25912.0,10085.0,1.0,421.0,0.0,5000.0,346,122535,True,False,False,False
1452,2650000.0,34.5,1,2.68,19.0,17.3,17,False,False,False,8.5,0,42681.0,21997.0,0.0,5000.0,1.0,682.0,40,76811,False,True,False,False
1454,3500000.0,44.0,2,2.5,5.0,31.0,4,False,False,False,6.5,1,45735.0,13986.0,1.0,401.0,0.0,5000.0,45,79545,True,False,False,False
1455,4740000.0,49.8,2,2.6,9.0,30.4,3,False,False,False,9.2,0,12407.0,14998.0,0.0,5000.0,1.0,1016.0,65,95180,True,False,False,False
1456,3800000.0,42.1,3,2.5,5.0,30.0,3,False,False,False,5.3,0,12530.0,11752.0,1.0,16.0,1.0,748.0,56,90261,True,False,False,False
