,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category_в пределах города,fromcenter_category_область,fromcenter_category_самый центр,fromcenter_category_центр
0,13000000.0,108.0,3,2.7,16.0,51.0,8,False,False,False,25.0,0,18863.0,16028.0,1.0,482.0,2.0,755.0,0,120370,True,False,False,False
1,3350000.0,40.4,1,2.68,11.0,18.6,1,False,False,False,11.0,2,12817.0,18603.0,0.0,5000.0,0.0,5000.0,81,82920,False,True,False,False
2,5196000.0,56.0,2,2.75,5.0,34.3,4,False,False,False,8.3,0,21741.0,13933.0,1.0,90.0,2.0,574.0,558,92785,True,False,False,False
4,10000000.0,100.0,2,3.03,14.0,32.0,13,False,False,False,41.0,0,31856.0,8098.0,2.0,112.0,1.0,48.0,121,100000,True,False,False,False
6,3700000.0,37.3,1,2.68,26.0,10.6,6,False,False,False,14.4,1,52996.0,19143.0,0.0,5000.0,0.0,5000.0,155,99195,False,True,False,False
9,5400000.0,61.0,3,2.5,9.0,43.6,7,False,False,False,6.5,2,50898.0,15008.0,0.0,5000.0,0.0,5000.0,289,88524,True,False,False,False
10,5050000.0,39.6,1,2.67,12.0,20.3,3,False,False,False,8.5,0,38357.0,13878.0,1.0,310.0,2.0,553.0,137,127525,True,False,False,False
11,3300000.0,44.0,2,2.68,5.0,31.0,4,False,False,False,6.0,1,48252.0,51677.0,0.0,5000.0,0.0,5000.0,7,75000,False,True,False,False
13,3550000.0,42.8,2,2.56,5.0,27.0,5,False,False,False,5.2,1,37868.0,33058.0,1.0,294.0,3.0,298.0,366,82943,False,True,False,False
14,4400000.0,36.0,1,2.68,6.0,17.0,1,False,False,False,8.0,0,20782.0,30759.0,0.0,5000.0,1.0,96.0,203,122222,False,True,False,False
15,4650000.0,39.0,1,2.75,14.0,20.5,5,False,False,False,7.6,1,12900.0,14259.0,1.0,590.0,1.0,296.0,19,119230,True,False,False,False
16,6700000.0,82.0,3,3.05,5.0,55.6,1,False,False,False,9.0,0,22108.0,10698.0,3.0,420.0,0.0,5000.0,397,81707,True,False,False,False
17,4180000.0,36.0,1,2.75,17.0,16.5,7,False,False,False,11.0,1,33564.0,14616.0,0.0,5000.0,1.0,859.0,571,116111,True,False,False,False
18,3250000.0,31.0,1,2.5,5.0,19.4,2,False,False,False,5.6,1,44060.0,10842.0,1.0,759.0,0.0,5000.0,168,104838,True,False,False,False
19,14200000.0,121.0,3,2.75,16.0,76.0,8,False,False,False,12.0,0,38900.0,12843.0,0.0,5000.0,0.0,5000.0,97,117355,True,False,False,False
20,6120000.0,80.0,3,2.7,27.0,48.0,11,False,False,False,12.0,2,53134.0,19311.0,0.0,5000.0,0.0,5000.0,74,76500,False,True,False,False
21,3200000.0,31.6,1,2.75,5.0,16.9,2,False,False,False,5.7,1,36064.0,9722.0,1.0,248.0,0.0,5000.0,310,101265,True,False,False,False
23,2950000.0,32.0,1,2.6,9.0,17.7,9,False,False,False,6.1,0,15414.0,14211.0,2.0,517.0,1.0,190.0,615,92187,True,False,False,False
24,6500000.0,97.2,2,3.24,3.0,46.5,1,False,False,False,19.6,0,20052.0,2336.0,3.0,411.0,3.0,124.0,265,66872,False,False,True,False
25,6800000.0,76.0,2,2.75,23.0,39.0,18,False,False,False,15.0,2,34967.0,14640.0,0.0,5000.0,1.0,564.0,300,89473,True,False,False,False
26,4050000.0,60.0,4,2.75,5.0,43.0,4,False,False,False,7.0,0,11580.0,10510.0,0.0,5000.0,1.0,95.0,265,67500,True,False,False,False
27,7100000.0,70.0,3,2.6,17.0,49.0,11,False,False,False,9.2,0,29197.0,11456.0,2.0,452.0,1.0,779.0,151,101428,True,False,False,False
28,4170000.0,44.0,1,2.9,6.0,20.8,1,False,False,False,11.7,1,18557.0,30710.0,0.0,5000.0,1.0,118.0,74,94772,False,True,False,False
29,8600000.0,100.0,3,2.75,19.0,52.0,15,False,False,False,11.0,0,30394.0,11526.0,1.0,532.0,1.0,896.0,125,86000,True,False,False,False
31,7200000.0,67.9,2,2.8,16.0,38.1,4,False,False,False,13.4,2,32888.0,12944.0,0.0,5000.0,0.0,5000.0,112,106038,True,False,False,False
32,4990000.0,60.0,3,2.75,5.0,39.0,4,False,False,False,6.0,0,11349.0,12889.0,0.0,5000.0,1.0,426.0,224,83166,True,False,False,False
33,4800000.0,73.0,4,2.68,9.0,51.6,5,False,False,False,6.5,0,26535.0,32321.0,0.0,5000.0,0.0,5000.0,92,65753,False,True,False,False
34,3290000.0,33.0,1,2.55,16.0,14.0,3,False,False,False,8.0,0,13943.0,12739.0,0.0,5000.0,0.0,5000.0,15,99696,True,False,False,False
35,15500000.0,149.0,5,3.19,5.0,104.0,4,False,False,False,17.0,0,23670.0,3502.0,0.0,5000.0,1.0,779.0,644,104026,False,False,False,True
36,3790000.0,45.0,2,2.75,9.0,27.0,9,False,False,False,6.3,2,49574.0,16461.0,1.0,459.0,0.0,5000.0,139,84222,True,False,False,False
39,5200000.0,54.4,2,2.75,9.0,29.7,2,False,False,False,8.8,2,13413.0,12209.0,0.0,5000.0,1.0,1175.0,29,95588,True,False,False,False
40,3590000.0,36.0,1,2.6,26.0,15.0,22,False,False,False,10.0,2,52996.0,19143.0,0.0,5000.0,0.0,5000.0,430,99722,False,True,False,False
41,7900000.0,74.0,3,2.75,14.0,59.0,8,False,False,False,12.0,5,37715.0,12612.0,1.0,725.0,1.0,759.0,179,106756,True,False,False,False
42,22000000.0,161.8,4,2.8,4.0,80.9,2,False,False,False,17.6,5,35416.0,30605.0,2.0,47.0,1.0,907.0,987,135970,False,True,False,False
43,9330000.0,48.0,2,3.0,4.0,28.0,4,False,False,False,7.5,0,15016.0,10822.0,0.0,5000.0,1.0,492.0,763,194375,True,False,False,False
45,5200000.0,50.6,2,2.65,9.0,30.3,7,False,False,False,7.0,0,30011.0,12872.0,0.0,5000.0,0.0,5000.0,0,102766,True,False,False,False
46,6600000.0,52.1,2,2.6,24.0,29.7,9,False,False,False,8.3,2,15114.0,12702.0,0.0,5000.0,0.0,5000.0,0,126679,True,False,False,False
48,3600000.0,33.83,1,2.75,24.0,15.35,6,False,False,False,9.5,0,21460.0,16788.0,0.0,5000.0,1.0,170.0,322,106414,True,False,False,False
49,3050000.0,30.8,1,2.5,9.0,18.0,7,False,False,False,6.0,0,45341.0,16603.0,1.0,675.0,0.0,5000.0,0,99025,True,False,False,False
50,4500000.0,48.2,1,2.7,5.0,25.4,4,False,False,False,9.0,1,19841.0,30183.0,1.0,531.0,3.0,330.0,152,93360,False,True,False,False
51,45000000.0,161.0,3,3.2,8.0,38.0,4,False,False,False,50.0,0,32537.0,6589.0,0.0,5000.0,3.0,99.0,541,279503,True,False,False,False
52,11795000.0,136.0,6,3.0,2.0,94.0,2,False,False,False,11.0,1,16510.0,6582.0,1.0,526.0,0.0,5000.0,0,86727,True,False,False,False
53,4300000.0,39.1,1,2.68,25.0,15.4,13,False,False,False,15.5,2,52611.0,18783.0,0.0,5000.0,0.0,5000.0,6,109974,False,True,False,False
54,3320000.0,36.5,1,2.75,24.0,14.0,6,False,False,False,12.0,0,33331.0,14495.0,0.0,5000.0,0.0,5000.0,44,90958,True,False,False,False
55,7400000.0,58.8,2,2.6,10.0,33.7,9,False,False,False,10.7,0,10643.0,12260.0,0.0,5000.0,1.0,998.0,69,125850,True,False,False,False
56,4350000.0,41.0,1,2.8,7.0,18.1,4,False,False,False,11.1,2,13772.0,9626.0,1.0,271.0,1.0,439.0,152,106097,True,False,False,False
57,3200000.0,45.0,1,2.68,25.0,17.0,10,False,False,False,12.0,0,13097.0,18883.0,0.0,5000.0,1.0,649.0,173,71111,False,True,False,False
58,3900000.0,33.0,1,2.6,9.0,19.0,5,False,False,False,7.0,0,12988.0,15579.0,0.0,5000.0,2.0,898.0,298,118181,True,False,False,False
61,7990000.0,74.0,2,3.19,4.0,43.0,4,False,False,False,20.0,0,22568.0,4288.0,1.0,363.0,0.0,5000.0,609,107972,False,False,False,True
63,20000000.0,118.0,3,3.0,9.0,68.0,7,False,False,False,16.0,0,26055.0,4800.0,1.0,648.0,1.0,779.0,37,169491,False,False,False,True
65,4400000.0,57.0,3,2.5,5.0,39.0,2,False,False,False,7.0,0,35361.0,10484.0,0.0,5000.0,0.0,5000.0,216,77192,True,False,False,False
67,2550000.0,31.0,1,2.5,5.0,15.4,4,False,False,False,7.2,0,47675.0,51100.0,0.0,5000.0,2.0,490.0,39,82258,False,True,False,False
70,3400000.0,30.0,1,2.75,5.0,16.0,1,False,False,False,7.0,0,39053.0,8313.0,1.0,382.0,0.0,5000.0,14,113333,True,False,False,False
71,4850000.0,57.5,3,2.5,9.0,39.0,8,False,False,False,6.2,0,33623.0,12267.0,1.0,334.0,1.0,333.0,0,84347,True,False,False,False
72,4500000.0,55.0,2,2.7,3.0,35.5,2,False,False,False,7.5,1,68258.0,49984.0,3.0,167.0,3.0,118.0,141,81818,False,True,False,False
73,4750000.0,73.8,3,2.68,10.0,44.8,1,False,False,False,10.4,0,53817.0,23742.0,0.0,5000.0,3.0,631.0,166,64363,False,True,False,False
74,2350000.0,34.0,1,2.5,9.0,19.0,8,False,False,False,7.1,0,26765.0,32551.0,1.0,445.0,1.0,996.0,121,69117,False,True,False,False
75,4950000.0,44.0,2,2.7,23.0,21.0,19,False,False,False,15.0,2,15749.0,14545.0,0.0,5000.0,0.0,5000.0,36,112500,True,False,False,False
77,4300000.0,62.1,3,2.55,5.0,43.5,1,False,False,False,7.3,0,19646.0,15572.0,1.0,231.0,2.0,854.0,186,69243,True,False,False,False
78,4350000.0,37.0,1,2.75,19.0,18.0,6,False,False,False,10.7,0,34324.0,14192.0,0.0,5000.0,0.0,5000.0,45,117567,True,False,False,False
83,4200000.0,41.4,1,2.7,25.0,16.5,20,False,False,False,10.2,0,53554.0,19107.0,0.0,5000.0,0.0,5000.0,81,101449,False,True,False,False
85,5200000.0,46.3,2,3.0,5.0,27.8,5,False,False,False,8.0,0,13334.0,9319.0,0.0,5000.0,1.0,682.0,65,112311,True,False,False,False
86,4500000.0,63.0,2,2.68,11.0,36.0,3,False,False,False,9.0,2,26128.0,27825.0,0.0,5000.0,0.0,5000.0,100,71428,False,True,False,False
87,4999000.0,52.0,2,2.61,9.0,30.0,6,False,False,False,9.0,2,12444.0,15035.0,0.0,5000.0,1.0,881.0,0,96134,True,False,False,False
90,6450000.0,67.7,3,2.75,9.0,40.0,4,False,False,False,8.0,1,32668.0,13832.0,0.0,5000.0,0.0,5000.0,534,95273,True,False,False,False
93,3500000.0,40.4,1,2.75,9.0,20.0,7,False,False,False,10.0,1,32574.0,11648.0,1.0,511.0,0.0,5000.0,239,86633,True,False,False,False
94,3500000.0,29.5,1,2.5,5.0,15.6,2,False,False,False,5.5,1,12921.0,7303.0,0.0,5000.0,0.0,5000.0,4,118644,True,False,False,False
95,5150000.0,47.0,2,2.75,9.0,28.1,9,False,False,False,7.0,2,10142.0,13743.0,2.0,751.0,1.0,881.0,34,109574,True,False,False,False
96,8780000.0,78.3,3,2.5,15.0,51.0,9,False,False,False,11.0,0,52108.0,16333.0,0.0,5000.0,1.0,746.0,31,112132,True,False,False,False
98,11700000.0,80.0,3,2.75,5.0,55.1,3,False,False,False,11.0,0,11248.0,8767.0,1.0,666.0,0.0,5000.0,831,146250,True,False,False,False
99,9600000.0,90.0,4,3.19,5.0,67.0,2,False,False,False,8.0,0,23277.0,2818.0,0.0,5000.0,0.0,5000.0,104,106666,False,False,False,True
100,3800000.0,38.6,1,2.75,9.0,18.0,6,False,False,False,8.4,2,36450.0,13364.0,0.0,5000.0,0.0,5000.0,8,98445,True,False,False,False
102,3700000.0,33.0,1,2.75,14.0,18.0,2,False,False,False,6.2,1,49214.0,16140.0,0.0,5000.0,0.0,5000.0,88,112121,True,False,False,False
103,4800000.0,35.0,1,2.7,25.0,17.0,9,False,False,False,9.0,0,42499.0,9719.0,0.0,5000.0,0.0,5000.0,19,137142,True,False,False,False
104,6900000.0,77.2,4,2.6,9.0,61.0,1,False,False,False,6.0,0,12403.0,10787.0,0.0,5000.0,1.0,713.0,300,89378,True,False,False,False
105,4900000.0,32.0,1,2.75,25.0,15.0,5,False,False,False,9.0,0,52480.0,15598.0,0.0,5000.0,1.0,464.0,60,153125,True,False,False,False
106,10500000.0,124.1,5,3.2,4.0,79.4,3,False,False,False,20.0,0,26825.0,5527.0,1.0,384.0,0.0,5000.0,6,84609,True,False,False,False
107,11000000.0,101.0,4,3.0,3.0,73.0,3,False,False,False,9.0,1,20746.0,32900.0,3.0,127.0,3.0,405.0,122,108910,False,True,False,False
108,9490000.0,80.0,3,2.55,10.0,46.0,7,False,False,False,11.0,1,35958.0,9860.0,0.0,5000.0,0.0,5000.0,0,118625,True,False,False,False
109,7497600.0,62.5,2,2.68,5.0,35.5,5,False,False,False,9.5,0,14517.0,26670.0,1.0,517.0,0.0,5000.0,1048,119961,False,True,False,False
111,4590000.0,40.0,1,2.75,6.0,18.0,1,False,False,False,10.0,0,20062.0,6175.0,1.0,241.0,0.0,5000.0,31,114750,True,False,False,False
113,5750000.0,78.0,3,2.68,27.0,45.4,27,False,False,False,10.8,2,53134.0,19311.0,0.0,5000.0,0.0,5000.0,426,73717,False,True,False,False
114,4000000.0,21.4,1,2.9,8.0,8.3,7,False,False,False,6.3,0,27089.0,5791.0,2.0,488.0,1.0,286.0,0,186915,True,False,False,False
115,3850000.0,42.0,2,2.75,5.0,27.0,4,False,False,False,6.5,0,43019.0,8535.0,0.0,5000.0,0.0,5000.0,73,91666,True,False,False,False
117,8520000.0,84.7,3,3.2,5.0,55.9,4,False,False,False,8.4,1,37889.0,9816.0,1.0,156.0,0.0,5000.0,390,100590,True,False,False,False
118,4500000.0,31.0,1,2.5,9.0,17.0,4,False,False,False,5.0,0,35445.0,9089.0,0.0,5000.0,2.0,439.0,60,145161,True,False,False,False
119,6200000.0,67.0,3,2.75,6.0,42.5,2,False,False,False,8.2,2,37836.0,12250.0,1.0,576.0,1.0,556.0,330,92537,True,False,False,False
120,2500000.0,30.9,1,2.75,5.0,16.7,1,False,False,False,6.0,0,68997.0,50722.0,1.0,285.0,2.0,221.0,360,80906,False,True,False,False
121,33000000.0,180.0,3,2.9,9.0,86.0,8,False,False,False,24.0,4,25689.0,4264.0,1.0,633.0,0.0,5000.0,144,183333,False,False,False,True
123,4300000.0,48.0,1,2.75,22.0,14.0,5,False,False,False,23.8,0,16951.0,15747.0,0.0,5000.0,1.0,1097.0,9,89583,True,False,False,False
124,12490000.0,87.8,3,2.75,12.0,45.1,3,False,False,False,24.0,1,32746.0,13845.0,0.0,5000.0,1.0,516.0,0,142255,True,False,False,False
125,4800000.0,65.9,3,2.55,9.0,48.5,8,False,False,False,6.3,0,44855.0,17093.0,0.0,5000.0,0.0,5000.0,239,72837,False,True,False,False
126,4050000.0,51.0,2,2.68,5.0,30.5,1,False,False,False,6.6,0,17974.0,32546.0,1.0,15.0,1.0,659.0,0,79411,False,True,False,False
127,6210000.0,55.0,2,2.5,11.0,31.9,3,False,False,False,8.3,0,31398.0,11990.0,0.0,5000.0,0.0,5000.0,0,112909,True,False,False,False
128,2500000.0,31.0,1,2.75,3.0,19.5,1,False,False,False,5.0,0,48649.0,52073.0,0.0,5000.0,2.0,896.0,35,80645,False,True,False,False
129,3200000.0,32.0,1,2.5,9.0,18.0,3,False,False,False,8.0,0,49587.0,16425.0,1.0,215.0,0.0,5000.0,40,100000,True,False,False,False
132,2699000.0,33.0,1,2.5,9.0,19.0,7,False,False,False,6.0,0,45332.0,48757.0,0.0,5000.0,0.0,5000.0,49,81787,False,True,False,False
134,3800000.0,33.7,1,2.65,17.0,15.1,3,False,False,False,7.3,0,35452.0,15458.0,0.0,5000.0,1.0,998.0,353,112759,True,False,False,False
135,3990000.0,48.0,1,3.25,5.0,20.5,1,False,False,False,17.0,0,57998.0,34928.0,0.0,5000.0,2.0,443.0,216,83125,False,True,False,False
136,6500000.0,51.8,2,3.45,6.0,25.6,2,False,False,False,7.3,1,20502.0,3618.0,2.0,533.0,1.0,812.0,163,125482,False,False,False,True
137,13310800.0,85.1,2,2.7,10.0,31.52,5,False,False,False,26.85,1,31460.0,4263.0,1.0,141.0,3.0,133.0,340,156413,False,False,False,True
138,4800000.0,40.0,2,3.19,3.0,29.0,2,False,False,False,6.0,0,23371.0,2913.0,0.0,5000.0,2.0,729.0,80,120000,False,False,False,True
140,16912000.0,105.7,2,2.7,3.0,48.4,1,False,False,False,15.4,0,14352.0,26506.0,3.0,366.0,3.0,179.0,390,160000,False,True,False,False
141,6500000.0,32.6,1,2.75,5.0,18.5,5,False,False,False,5.5,0,24764.0,5448.0,0.0,5000.0,0.0,5000.0,0,199386,True,False,False,False
143,2990000.0,30.0,1,2.5,9.0,20.0,9,False,False,False,5.6,0,30067.0,6262.0,0.0,5000.0,1.0,332.0,60,99666,True,False,False,False
145,8290000.0,77.0,2,2.77,16.0,40.0,5,False,False,False,10.0,1,30012.0,7384.0,0.0,5000.0,1.0,260.0,807,107662,True,False,False,False
146,4400000.0,53.6,2,2.55,10.0,29.2,10,False,False,False,7.8,1,60883.0,36102.0,1.0,341.0,2.0,256.0,55,82089,False,True,False,False
147,27700000.0,179.6,5,2.85,25.0,97.2,25,False,False,False,33.8,2,19424.0,4489.0,0.0,5000.0,1.0,806.0,75,154231,False,False,False,True
148,4790000.0,35.5,1,2.65,25.0,17.0,20,False,False,False,9.0,0,36688.0,11841.0,0.0,5000.0,2.0,981.0,71,134929,True,False,False,False
149,5300000.0,53.0,2,2.65,12.0,31.5,6,False,False,False,7.6,0,10128.0,12247.0,2.0,633.0,1.0,878.0,55,100000,True,False,False,False
150,3900000.0,45.0,2,2.75,5.0,29.0,3,False,False,False,6.0,0,39793.0,9052.0,0.0,5000.0,0.0,5000.0,222,86666,True,False,False,False
152,8090000.0,81.22,3,2.64,24.0,42.9,10,False,False,False,12.72,1,17755.0,16576.0,0.0,5000.0,1.0,594.0,104,99606,True,False,False,False
153,4350000.0,55.0,2,2.57,9.0,31.2,2,False,False,False,8.3,0,45958.0,34425.0,1.0,589.0,0.0,5000.0,45,79090,False,True,False,False
154,8200000.0,80.0,3,4.15,3.0,44.2,2,False,False,False,12.2,0,20562.0,3167.0,2.0,344.0,1.0,838.0,38,102500,False,False,False,True
156,10990000.0,80.0,2,2.75,22.0,34.0,19,False,False,False,19.0,2,34967.0,14640.0,0.0,5000.0,1.0,564.0,7,137375,True,False,False,False
157,7250000.0,75.75,2,2.7,22.0,40.61,3,False,False,False,15.0,2,51531.0,14184.0,0.0,5000.0,0.0,5000.0,30,95709,True,False,False,False
159,7050000.0,66.0,3,3.0,4.0,37.8,4,False,False,False,11.0,0,26235.0,4937.0,0.0,5000.0,1.0,1013.0,98,106818,False,False,False,True
160,3300000.0,41.9,1,2.68,7.0,15.4,7,False,False,False,12.4,2,18240.0,30245.0,0.0,5000.0,1.0,264.0,228,78758,False,True,False,False
161,5000000.0,42.9,1,2.75,23.0,18.9,8,False,False,False,7.9,1,43269.0,13145.0,1.0,417.0,0.0,5000.0,69,116550,True,False,False,False
162,5600000.0,66.0,3,2.5,9.0,48.0,9,False,False,False,6.3,0,45589.0,17018.0,1.0,762.0,0.0,5000.0,0,84848,False,True,False,False
163,6500000.0,67.4,3,2.65,17.0,40.1,6,False,False,False,10.3,1,33745.0,14844.0,0.0,5000.0,1.0,357.0,56,96439,True,False,False,False
167,3750000.0,35.1,1,2.75,23.0,15.9,1,False,False,False,9.8,0,22314.0,17642.0,0.0,5000.0,1.0,68.0,0,106837,False,True,False,False
169,6180000.0,85.0,3,2.8,17.0,51.8,17,False,False,False,17.5,0,16057.0,14853.0,0.0,5000.0,0.0,5000.0,20,72705,True,False,False,False
171,3800000.0,49.0,2,2.5,9.0,38.0,8,False,False,False,10.0,1,18471.0,24272.0,0.0,5000.0,0.0,5000.0,11,77551,False,True,False,False
173,11000000.0,97.9,3,2.75,16.0,57.7,3,False,False,False,14.7,1,14069.0,12621.0,0.0,5000.0,0.0,5000.0,0,112359,True,False,False,False
176,7835000.0,52.56,1,2.75,24.0,15.36,2,False,False,False,20.91,0,43396.0,12153.0,0.0,5000.0,0.0,5000.0,0,149067,True,False,False,False
177,21042018.0,154.9,4,3.3,16.0,89.11,3,False,False,False,21.3,0,37434.0,8460.0,1.0,441.0,2.0,427.0,563,135842,True,False,False,False
179,14800000.0,108.7,3,4.0,5.0,72.4,5,False,False,False,8.0,0,23017.0,2559.0,1.0,559.0,0.0,5000.0,0,136154,False,False,False,True
180,3850000.0,31.7,1,2.5,5.0,17.9,2,False,False,False,5.6,2,10709.0,10933.0,0.0,5000.0,0.0,5000.0,8,121451,True,False,False,False
181,7900000.0,71.8,3,3.0,5.0,38.7,1,False,False,False,12.0,0,22036.0,3301.0,0.0,5000.0,1.0,585.0,0,110027,False,False,False,True
182,3400000.0,60.0,3,2.5,5.0,44.1,1,False,False,False,6.0,0,26090.0,29514.0,0.0,5000.0,0.0,5000.0,98,56666,False,True,False,False
183,3000000.0,43.8,2,2.7,5.0,27.7,2,False,False,False,5.5,0,31458.0,33170.0,0.0,5000.0,0.0,5000.0,246,68493,False,True,False,False
184,2600000.0,30.2,1,2.65,9.0,26.1,5,False,False,False,6.2,0,13952.0,15031.0,0.0,5000.0,1.0,824.0,12,86092,True,False,False,False
185,8500000.0,49.9,1,3.0,16.0,18.9,14,False,False,False,10.6,0,12114.0,8946.0,1.0,749.0,1.0,833.0,145,170340,True,False,False,False
187,4300000.0,52.3,2,2.75,12.0,29.8,4,False,False,False,10.9,0,32794.0,13643.0,0.0,5000.0,0.0,5000.0,69,82217,True,False,False,False
189,6150000.0,62.0,3,2.75,9.0,41.5,5,False,False,False,8.5,2,41954.0,12168.0,1.0,10.0,0.0,5000.0,45,99193,True,False,False,False
190,5200000.0,62.8,3,2.75,9.0,39.7,2,False,False,False,9.7,0,12988.0,15579.0,0.0,5000.0,2.0,898.0,233,82802,True,False,False,False
191,6400000.0,55.8,3,2.5,9.0,38.0,2,False,False,False,7.7,2,19386.0,16606.0,0.0,5000.0,0.0,5000.0,92,114695,True,False,False,False
193,7920000.0,83.8,4,2.47,9.0,55.9,9,False,False,False,9.8,1,30352.0,7724.0,0.0,5000.0,1.0,289.0,155,94510,True,False,False,False
194,7700000.0,85.0,3,2.7,10.0,50.0,1,False,False,False,11.0,0,15923.0,14719.0,0.0,5000.0,1.0,212.0,50,90588,True,False,False,False
196,8715960.0,57.0,1,2.75,5.0,20.0,5,False,False,False,16.0,0,17462.0,16465.0,1.0,1205.0,2.0,97.0,119,152911,True,False,False,False
200,9150000.0,98.3,3,2.84,13.0,60.3,11,False,False,False,12.5,1,48910.0,52334.0,0.0,5000.0,2.0,582.0,271,93082,False,True,False,False
201,10880000.0,123.1,6,3.2,5.0,89.0,2,False,False,False,11.0,0,26009.0,3369.0,2.0,516.0,0.0,5000.0,992,88383,False,False,False,True
202,4700000.0,67.0,3,2.7,9.0,43.4,1,False,False,False,8.8,2,15361.0,14157.0,0.0,5000.0,0.0,5000.0,339,70149,True,False,False,False
203,3999000.0,34.1,1,2.7,25.0,14.47,12,False,False,False,10.4,0,18488.0,15945.0,0.0,5000.0,0.0,5000.0,355,117272,True,False,False,False
204,3600000.0,44.2,2,2.5,9.0,27.0,3,False,False,False,6.3,2,46926.0,50351.0,0.0,5000.0,1.0,590.0,24,81447,False,True,False,False
205,1980000.0,30.6,1,2.56,5.0,17.4,4,False,False,False,5.7,0,31366.0,33078.0,0.0,5000.0,0.0,5000.0,217,64705,False,True,False,False
206,5080000.0,31.3,1,2.5,7.0,16.0,4,False,False,False,7.6,1,27753.0,6692.0,1.0,860.0,1.0,694.0,0,162300,True,False,False,False
207,9000000.0,72.6,2,2.9,5.0,43.2,4,False,False,False,11.4,0,22794.0,1645.0,2.0,276.0,3.0,485.0,0,123966,False,False,True,False
209,4700000.0,45.0,2,2.5,9.0,27.4,4,False,False,False,8.6,0,42566.0,15070.0,0.0,5000.0,0.0,5000.0,0,104444,True,False,False,False
210,4300000.0,58.5,2,2.68,9.0,28.73,7,False,False,False,11.24,1,18309.0,30317.0,0.0,5000.0,1.0,353.0,45,73504,False,True,False,False
211,8000000.0,54.0,2,2.77,18.0,31.0,10,False,False,False,11.0,0,7659.0,13841.0,0.0,5000.0,0.0,5000.0,11,148148,True,False,False,False
212,10018000.0,82.0,3,2.75,23.0,47.0,9,False,False,False,13.0,1,9655.0,13255.0,1.0,980.0,1.0,1093.0,543,122170,True,False,False,False
213,8700000.0,111.4,4,3.1,4.0,73.2,2,False,False,False,14.1,0,20936.0,1218.0,1.0,463.0,3.0,55.0,791,78096,False,False,True,False
214,4150000.0,50.41,2,2.5,9.0,31.1,8,False,False,False,7.0,1,41954.0,12168.0,1.0,10.0,0.0,5000.0,274,82324,True,False,False,False
216,6700000.0,65.6,2,2.55,10.0,36.7,10,False,False,False,10.9,2,11657.0,11992.0,1.0,591.0,1.0,192.0,31,102134,True,False,False,False
217,6550000.0,79.0,4,2.6,9.0,55.3,6,False,False,False,10.0,1,49666.0,16010.0,0.0,5000.0,0.0,5000.0,122,82911,True,False,False,False
218,4690000.0,35.0,1,2.7,17.0,16.0,15,False,False,False,9.8,1,36237.0,13151.0,0.0,5000.0,0.0,5000.0,0,134000,True,False,False,False
219,7700000.0,58.7,1,3.19,7.0,17.0,3,False,False,False,15.7,0,24102.0,4670.0,1.0,239.0,0.0,5000.0,136,131175,False,False,False,True
220,3890000.0,37.0,1,2.5,25.0,28.0,6,False,False,False,9.0,0,25408.0,16166.0,0.0,5000.0,0.0,5000.0,28,105135,True,False,False,False
221,3750000.0,43.0,2,2.68,4.0,28.0,1,False,False,False,6.0,0,19775.0,31929.0,2.0,651.0,1.0,1064.0,277,87209,False,True,False,False
222,5950000.0,59.6,2,2.75,25.0,31.48,17,False,False,False,13.29,0,43074.0,10820.0,0.0,5000.0,0.0,5000.0,182,99832,True,False,False,False
226,7950000.0,86.4,4,3.24,3.0,52.7,1,False,False,False,12.7,0,31729.0,2468.0,0.0,5000.0,0.0,5000.0,0,92013,False,False,True,False
229,7290000.0,74.3,3,2.75,24.0,41.9,3,False,False,False,16.5,0,43820.0,10987.0,0.0,5000.0,0.0,5000.0,68,98115,True,False,False,False
230,3250000.0,34.3,1,2.68,11.0,14.73,7,False,False,False,9.36,0,22425.0,24137.0,0.0,5000.0,2.0,398.0,92,94752,False,True,False,False
231,4250000.0,56.9,3,2.75,9.0,38.8,8,False,False,False,6.2,2,32350.0,12943.0,0.0,5000.0,0.0,5000.0,546,74692,True,False,False,False
232,3900000.0,42.2,1,2.75,14.0,14.7,4,False,False,False,10.4,0,23239.0,12102.0,1.0,1021.0,1.0,893.0,166,92417,True,False,False,False
233,19800000.0,118.0,3,2.8,25.0,62.0,3,False,False,False,21.5,0,36827.0,12348.0,1.0,485.0,1.0,474.0,0,167796,True,False,False,False
234,7820000.0,57.0,2,2.75,5.0,33.0,3,False,False,False,8.0,0,26852.0,5700.0,2.0,586.0,0.0,5000.0,0,137192,True,False,False,False
235,4000000.0,60.0,2,3.4,3.0,37.8,1,False,False,False,9.0,0,25670.0,31456.0,3.0,370.0,3.0,534.0,45,66666,False,True,False,False
236,3650000.0,35.8,1,2.5,14.0,20.3,2,False,False,False,7.7,0,46532.0,16030.0,0.0,5000.0,0.0,5000.0,48,101955,True,False,False,False
239,22000000.0,119.0,3,3.5,5.0,56.0,3,False,False,False,35.0,0,21698.0,2004.0,1.0,688.0,1.0,86.0,77,184873,False,False,True,False
